20,1,4.45500
20,2,7.47000
20,3,14.39500
20,5,55.77500
20,7,281.22000
20,9,1433.03000
20,10,1072.47000
20,13,7436.97000
20,15,28428.57500
20,17,83753.96500
20,20,750614.57000
50,1,1.11000
50,2,2.25600
50,3,4.68600
50,5,18.91200
50,7,76.48400
50,9,365.80000
50,10,745.37400
50,13,5603.81400
50,15,23865.09800
50,17,83746.01000
50,20,759682.58000
70,1,1.17286
70,2,2.95429
70,3,4.84143
70,5,16.94286
70,7,99.46286
70,9,320.16571
70,10,663.88571
70,13,4940.70714
70,15,22421.82286
70,17,85267.48714
70,20,740266.83143
100,1,1.23700
100,2,2.38100
100,3,4.28800
100,5,16.71700
100,7,90.00200
100,9,323.86600
100,10,624.63500
100,13,4897.69100
100,15,21013.75300
100,17,84927.58300
100,20,739766.74400
